Eisean	Pron:Pers:3P:Sg:Masc:Emph	eisean
caoch	Adj:Base	caoch
ar	Prep:Simp	ar
na	Art:Pl:Def	na
cannaí	Noun:Masc:Com:Pl:DefArt	canna
,	Punct:Int	,
agus	Conj:Coord	agus
leanas	Verb:VTI:PastInd:1P:Sg:Len	lean
orm	Pron:Prep:1P:Sg	ar
ag	Prep:Simp	ag
ól	Verbal:Noun:VTI	ól
ina	Prep:Poss:3P:Sg:Masc	i
ainneoin	Subst:Noun:Sg	ainneoin
seo	Pron:Dem	seo
.	Punct:Fin	.
Bhí	Verb:PastInd:Len	bí
an	Art:Sg:Def	an
lá	Noun:Masc:Com:Sg:DefArt	lá
an-te	Adj:Base	te
agus	Conj:Coord	agus
bhí	Verb:PastInd:Len	bí
gach	Det:Qty:Def	gach
duine	Noun:Masc:Com:Sg	duine
spalptha	Verbal:Adj	spalptha
leis	Prep:Simp	le
an	Art:Sg:Def	an
tart	Noun:Masc:Com:Sg:DefArt	tart
.	Punct:Fin	.
Ar	Prep:Simp	ar
fhéachaint	Verbal:Noun:Len	féachaint
a	Part:Vb:Rel:Direct	a
bheadh	Verb:Cond:Len	bí
fhios	Noun:Masc:Com:Sg:Len	fios
é	Pron:Pers:3P:Sg:Masc	é
,	Punct:Int	,
ar	Prep:Simp	ar
aon	Det:Qty:Idf	aon
nós	Noun:Masc:Com:Sg	nós
!	!	!
Nach	Part:Vb:NegQ	nach
sáfaí	Verb:VTI:Cond:Auto:Q:Ecl	sáigh
le	Prep:Simp	le
sleánna	Noun:Fem:Com:Pl	sleá
muid	Pron:Pers:1P:Pl	muid
,	Punct:Int	,
nach	Part:Vb:NegQ	nach
ndícheannófaí	Verb:Cond:Cond:Auto	ndícheannaigh
le	Prep:Simp	le
claimhte	Noun:Masc:Com:Pl	claíomh
muid	Pron:Pers:1P:Pl	muid
,	Punct:Int	,
nach	Part:Vb:NegQ	nach
ndófaí	Verb:VTI:Cond:Auto:Q:Ecl	dóigh
le	Prep:Simp	le
lasracha	Noun:Fem:Com:Pl	lasair
muid	Pron:Pers:1P:Pl	muid
.	Punct:Fin	.
Creidtear	Verb:VTI:PresInd:Auto	creid
gur	Cop:Pres:Dep	is
go	Part:Ad	go
mailíseach	Adj:Base	mailíseach
a	Part:Vb:Rel:Direct	a
tosaíodh	Verb:VTI:PastInd:Auto	tosaigh
an	Art:Sg:Def	an
tine	Noun:Fem:Com:Sg	tine
.	Punct:Fin	.
Chaith	Verb:VTI:PastInd:Len	caith
an	Art:Sg:Def	an
Ceallach	Prop:Noun:Masc:Com:Sg:DefArt	Ceallach
a	Det:Poss:3P:Sg:Masc	a
dhúthracht	Noun:Fem:Com:Sg:Len	dúthracht
ag	Prep:Simp	ag
lorg	Verbal:Noun:VTI	lorg
tacaíochta	Noun:Fem:Gen:Sg	tacaíocht
,	Punct:Int	,
deiseanna	Noun:Fem:Gen:Strong:Pl	deis
agus	Conj:Coord	agus
acmhainní	Noun:Fem:Gen:Strong:Pl	acmhainn
chun	Prep:Simp	chun
go	Prep:Simp	go
bhféadfadh	Verb:VTI:Cond:Ecl	féad
sé	Pron:Pers:3P:Sg:Masc:Sbj	sé
an	Art:Sg:Def	an
saothar	Noun:Masc:Com:Sg:DefArt	saothar
a	Part:Inf	a
chur	Verbal:Noun:VTI:Len	cur
dá	Prep:Poss:3P:Sg:Masc	do
fhoilsiú	Verbal:Noun:VT:Len	foilsiú
.	Punct:Fin	.
Bhí	Verb:PastInd:Len	bí
cara	Noun:Masc:Com:Sg	cara
dhom	Pron:Prep:1P:Sg:Len	dom
ag	Prep:Simp	ag
dul	Verbal:Noun:VI	dul
anonn	Adv:Dir	anonn
ag	Prep:Simp	ag
an	Art:Sg:Def	an
am	Noun:Masc:Com:Sg	am
seo	Det:Dem	seo
.	Punct:Fin	.
rud	Noun:Masc:Com:Sg	rud
ar	Prep:Simp	ar
bith	Subst:Noun:Sg	bith
a	Part:Vb:Rel:Direct	a
athraíonn	Verb:VTI:PresInd	athraigh
luas	Noun:Masc:Com:Sg	luas
ruda	Noun:Masc:Gen:Sg	rud
.	Punct:Fin	.
Cuireann	Verb:VTI:PresInd	cuir
Paul	Prop:Noun:Masc:Com:Sg	Paul
Ó	Part:Pat	ó
Braoin	Prop:Noun:Masc:Com:Sg	Braoin
as	Prep:Simp	as
Baile	Prop:Noun:Masc:Com:Sg	Baile
Átha	Prop:Noun:Masc:Gen:Sg:Len	Átha
Luain	Noun:Masc:Gen:Sg	Luan
an	Art:Sg:Def	an
píosa	Noun:Masc:Com:Sg:DefArt	píosa
seo	Det:Dem	seo
chugainn	Pron:Prep:1P:Pl	chuig
,	Punct:Int	,
ar	Cop:Past:RelInd	is
aistriúchán	Noun:Masc:Com:Sg	aistriúchán
é	Pron:Pers:3P:Sg:Masc	é
ar	Prep:Simp	ar
alt	Noun:Masc:Com:Sg	alt
a	Part:Vb:Rel:Direct	a
foilsíodh	Verb:VT:PastInd:Auto	foilsigh
in	Prep:Simp	i
eagrán	Noun:Masc:Com:Sg	eagrán
Aibreáin	Noun:Masc:Gen:Sg	Aibreán
den	Prep:Art:Sg	de
iris	Noun:Fem:Com:Sg	iris
Irish	Prop:Noun:Masc:Com:Sg	Irish
Computer	Prop:Noun:Masc:Com:Sg	Computer
agus	Conj:Coord	agus
a	Part:Vb:Rel:Direct	a
athfoilsítear	Verb:VTI:VTI:PresInd:Auto	athfoilsí
anseo	Adv:Loc	anseo
le	Prep:Simp	le
caoin-chead	Noun:Masc:Com:Sg	caoin-chead
eagarthóra	Noun:Masc:Gen:Sg	eagarthóir
na	Art:Gen:Sg:Def:Fem	na
hirise	Noun:Fem:Gen:Sg:hPref	iris
sin	Det:Dem	sin
,	Punct:Int	,
Declan	Prop:Noun:Masc:Com:Sg	Declan
McColgan	Prop:Noun:Masc:Com:Sg	McColgan
.	Punct:Fin	.
Is	Cop:Pres	is
i	Prep:Simp	i
gceann	Noun:Masc:Com:Sg:Ecl	ceann
de	Prep:Simp	de
na	Art:Pl:Def	na
páirceanna	Noun:Fem:Com:Pl:DefArt	páirc
sin	Det:Dem	sin
a	Part:Vb:Rel:Direct	a
chéadchonaic	Verb:VTI:PastInd:Len	feic
mé	Pron:Pers:1P:Sg	mé
gabhar	Noun:Masc:Com:Sg	gabhar
a	Part:Vb:Rel:Direct	a
bhí	Verb:PastInd:Len	bí
go	Part:Ad	go
díreach	Adj:Base	díreach
tar	Verb:VI:Imperf:2P:Sg	tar
éis	Subst:Noun:Sg	éis
a	Det:Poss:3P:Sg:Fem	a
meannán	Noun:Masc:Com:Sg	meannán
a	Part:Vb:Rel:Direct	a
thabhairt	Verbal:Noun:VTI:Len	tabhairt
ar	Prep:Simp	ar
an	Art:Sg:Def	an
saol	Noun:Masc:Com:Sg:DefArt	saol
.	Punct:Fin	.
Ní	Cop:Pres:Neg	is
mór	Adj:Base	mór
4	Num:Dig	4
chóip	Noun:Fem:Com:Sg:Len	cóip
den	Prep:Art:Sg	de
ghearrscéal	Noun:Masc:Com:Sg:Len	gearrscéal
a	Part:Inf	a
sheoladh	Verbal:Noun:Len	seoladh
roimh	Prep:Simp	roimh
1	Num:Dig	1
Feabhra	Noun:Fem:Com:Sg	Feabhra
1997	Num:Dig	1997
go	Part:Vb:Subj	go
dtí	Verb:VI:PresSubj:Ecl	tar
:	Punct:Int	:
'	Punct:Quo	'
Ceiliúradh	Noun:Masc:Com:Sg	ceiliúradh
an	Art:Sg:Def	an
Bhlascaoid	Prop:Noun:Masc:Com:Sg	Bhlascaoid
'	Punct:Quo	'
,	Punct:Int	,
An	Art:Sg:Def	an
Bainisteoir	Noun:Masc:Com:Sg:DefArt	bainisteoir
,	Punct:Int	,
Ionad	Noun:Masc:Com:Sg	ionad
an	Art:Sg:Def	an
Bhlascaoid	Prop:Noun:Masc:Com:Sg	Bhlascaoid
Mhóir	Adj:Masc:Gen:Sg	mór
,	Punct:Int	,
Dún	Noun:Masc:Com:Sg	dún
Chaoin	Prop:Noun:Fem:Gen:Sg	Caoin
,	Punct:Int	,
Trá	Noun:Fem:Com:Sg	trá
Lí	Noun:Fem:Gen:Sg	lí
,	Punct:Int	,
Co.	Abr	Co.
Chiarraí	Prop:Noun:Masc:Com:Sg	Ciarraí
.	Punct:Fin	.
'	Punct:Quo	'
Maróidh	Verb:VTI:FutInd	maraigh
tú	Pron:Pers:2P:Sg	tú
uilig	Det:Qty	uile
mé	Pron:Pers:1P:Sg	mé
,	Punct:Int	,
'	Punct:Quo	'
ar	Verb:PastInd	ar
sé	Pron:Pers:3P:Sg:Masc:Sbj	sé
.	Punct:Fin	.
Tá	Verb:PresInd	bí
na	Art:Pl:Def	na
folúntais	Noun:Masc:Com:Pl:DefArt	folúntas
seo	Det:Dem	seo
a	Part:Vb:Rel:Direct	a
leanas	Verb:VTI:PresInd:Rel	lean
le	Prep:Simp	le
líonadh	Verbal:Noun	líonadh
.	Punct:Fin	.
Sa	Prep:Art:Sg	i
chás	Noun:Masc:Com:Sg:Len	cás
nach	Part:Vb:Neg:Rel	nach
mbíodh	Verb:PastImp:Ecl	bí
teaghlach	Noun:Masc:Com:Sg	teaghlach
dá	Prep:Poss:3P:Pl	de
gcuid	Noun:Fem:Com:Sg:Ecl	cuid
féin	Pron:Ref	féin
acu	Pron:Prep:3P:Pl	ag
ba	Cop:Past	is
iad	Pron:Pers:3P:Pl	iad
an	Art:Sg:Def	an
pobal	Noun:Masc:Com:Sg:DefArt	pobal
áitiúil	Adj:Masc:Com:Sg	áitiúil
a	Part:Vb:Rel:Direct	a
dhéanadh	Verb:VTI:PastImp:Len	déan
cúram	Noun:Masc:Com:Sg	cúram
díobh	Pron:Prep:3P:Pl	de
.	Punct:Fin	.
Bhíodh	Verb:PastImp:Len	bí
tithe	Noun:Masc:Com:Pl	teach
aitheantais	Noun:Masc:Gen:Sg	aitheantas
acu	Pron:Prep:3P:Pl	ag
ag	Prep:Simp	ag
gabháil	Verbal:Noun	gabháil
ann	Pron:Prep:3P:Sg:Masc	i
,	Punct:Int	,
ag	Prep:Simp	ag
teacht	Verbal:Noun:VI	teacht
ar	Prep:Simp	ar
ais	Subst:Noun:Sg	ais
agus	Conj:Coord	agus
ag	Prep:Simp	ag
ceann	Noun:Masc:Com:Sg	ceann
scríbe	Noun:Fem:Gen:Sg	scríob
.	Punct:Fin	.
Tá	Verb:PresInd	bí
cáil	Noun:Fem:Com:Sg	cáil
ar	Prep:Simp	ar
an	Art:Sg:Def	an
leabhar	Noun:Masc:Com:Sg:DefArt	leabhar
leis	Prep:Simp	le
an	Art:Sg:Def	an
Phoncánach	Noun:Masc:Com:Sg	phoncánach
,	Punct:Int	,
Jahn	Prop:Noun:Masc:Com:Sg	Jahn
Sacks	Prop:Noun:Masc:Com:Sg	Sacks
,	Punct:Int	,
ar	Prep:Simp	ar
The	Prop:Noun:Masc:Com:Sg	the
Donegal	Prop:Noun:Masc:Com:Sg	Donegal
Mafia	Prop:Noun:Masc:Com:Sg	Mafia
i	Prep:Simp	i
bParlaimint	Noun:Fem:Com:Sg:Ecl	parlaimint
na	Art:Gen:Sg:Def:Fem	na
hEorpa	Prop:Noun:Fem:Gen:Sg:DefArt	Eoraip
,	Punct:Int	,
go	Part:Vb:Subj	go
dtí	Verb:VI:PresSubj:Ecl	tar
an	Art:Sg:Def	an
lá	Noun:Masc:Com:Sg:DefArt	lá
atá	Verb:PresInd:Rel	bí
inniu	Adv:Temp	inniu
ann	Pron:Prep:3P:Sg:Masc	i
,	Punct:Int	,
go	Part:Ad	go
háirithe	Adj:Base:hPref	áirithe
i	Prep:Simp	i
measc	Noun:Masc:Com:Sg	measc
lucht	Noun:Masc:Com:Sg	lucht
mion-náisiún	Noun:Masc:Gen:Weak:Pl	mion-náisiún
,	Punct:Int	,
lucht	Noun:Masc:Com:Sg	lucht
mionteangacha	Noun:Masc:Gen:Pl	mionteanga
agus	Conj:Coord	agus
cultúir	Noun:Masc:Gen:Sg	cultúr
ó	Prep:Simp	ó
Winnie	Prop:Noun:Fem:Com:Sg	Winnie
Ewing	Prop:Noun:Masc:Gen:Sg:Len	Ewing
na	Art:Gen:Sg:Def:Fem	na
hAlban	Noun:Fem:Gen:Sg	halban
go	Part:Vb:Subj	go
dtí	Verb:VI:PresSubj:Ecl	tar
an	Art:Sg:Def	an
Ministir	Noun:Masc:Com:Sg:DefArt	ministir
Protastúnach	Adj:Masc:Com:Sg	Protastúnach
/	Punct	/
Liútarach	Noun:Masc:Com:Sg	Liútarach
de	Prep:Simp	de
chuid	Noun:Fem:Com:Sg:Len	cuid
na	Art:Gen:Sg:Def:Fem	na
Danmhairge	Prop:Noun:Fem:Gen	Danmhairg
,	Punct:Int	,
bean	Noun:Fem:Com:Sg	bean
a	Part:Vb:Rel:Direct	a
bhí	Verb:PastInd:Len	bí
mar	Prep:Simp	mar
Leas-Uachtarán	Noun:Masc:Com:Sg	Leas-Uachtarán
ar	Prep:Simp	ar
Ghrúpa	Noun:Masc:Com:Sg:Len	grúpa
nach	Part:Vb:Neg:Rel	nach
raibh	Verb:PastInd:Dep:Neg:Len	bí
de	Prep:Simp	de
theideal	Noun:Masc:Com:Sg:Len	teideal
acu	Pron:Prep:3P:Pl	ag
ach	Conj:Subord	ach
an	Art:Sg:Def	an
'	Punct:Quo	'
Technical	Prop:Noun:Masc:Com:Sg	Technical
Coordination	Noun:Masc:Com:Sg	coordination
Group	Prop:Noun:Masc:Com:Sg	Group
'	Punct:Quo	'
.	Punct:Fin	.
(4)	Item	(4)
Maidir	Subst:Noun:Sg	maidir
le	Prep:Simp	le
gach	Det:Qty:Def	gach
ceadúnas	Noun:Masc:Com:Sg	ceadúnas
,	Punct:Int	,
díolúine	Noun:Fem:Com:Sg	díolúine
,	Punct:Int	,
ceart	Noun:Masc:Com:Sg	ceart
nó	Conj:Coord	nó
pribhléid	Noun:Fem:Com:Sg	pribhléid
a	Part:Vb:Rel:Direct	a
dheonófar	Verb:VTI:FutInd:Auto:Len	deonaigh
don	Prep:Art:Sg	do
Chuideachta	Noun:Fem:Com:Sg:Len	cuideachta
nó	Conj:Coord	nó
a	Part:Vb:Rel:Direct	a
bheidh	Verb:VI:FutInd:Len	bí
ar	Prep:Simp	ar
teachtadh	Verbal:Noun	teachtadh
aici	Pron:Prep:3P:Sg:Fem	ag
agus	Conj:Coord	agus
a	Part:Vb:Rel:Direct	a
bheidh	Verb:VI:FutInd:Len	bí
i	Prep:Simp	i
bhfeidhm	Noun:Fem:Com:Sg:Ecl	feidhm
díreach	Noun:Masc:Com:Sg	díreach
roimh	Prep:Simp	roimh
lá	Noun:Masc:Com:Sg	lá
an	Art:Sg:Def	an
aistrithe	Noun:Masc:Gen:Sg:DefArt	aistriú
i	Prep:Simp	i
ndáil	Noun:Fem:Com:Sg:Ecl	dáil
le	Prep:Simp	le
fochuideachta	Noun:Fem:Com:Sg	fochuideachta
,	Punct:Int	,
beidh	Verb:VI:FutInd	bí
sé	Pron:Pers:3P:Sg:Masc:Sbj	sé
nó	Conj:Coord	nó
sí	Pron:Pers:3P:Sg:Fem:Sbj	sí
,	Punct:Int	,
ar	Prep:Simp	ar
an	Art:Sg:Def	an
lá	Noun:Masc:Com:Sg	lá
sin	Det:Dem	sin
agus	Conj:Coord	agus
dá	Prep:Poss:3P:Sg:Masc	do
éis	Subst:Noun:Sg	éis
,	Punct:Int	,
infheidhmithe	Verbal:Adj	infheidhmithe
,	Punct:Int	,
le	Prep:Simp	le
linn	Noun:Fem:Com:Sg	go
dó	Pron:Prep:3P:Sg:Masc	do
nó	Conj:Coord	nó
di	Pron:Prep:3P:Sg:Fem	do
leanúint	Verbal:Noun:VTI	leanúint
i	Prep:Simp	i
bhfeidhm	Noun:Fem:Com:Sg:Ecl	feidhm
,	Punct:Int	,
ag	Prep:Simp	ag
an	Art:Sg:Def	an
bhfochuideachta	Noun:Fem:Com:Sg:Ecl	fochuideachta
a	Det:Poss:3P:Sg:Masc	a
mhéid	Noun:Masc:Com:Sg:Len	méid
a	Part:Vb:Rel:Direct	a
bhaineann	Verb:VTI:PresInd:Len	bain
sé	Pron:Pers:3P:Sg:Masc:Sbj	sé
nó	Conj:Coord	nó
sí	Pron:Pers:3P:Sg:Fem:Sbj	sí
le	Prep:Simp	le
feidhm	Noun:Fem:Com:Sg	feidhm
a	Part:Vb:Rel:Direct	a
thugtar	Verb:VTI:PresInd:Auto:Len	tabhair
don	Prep:Art:Sg	do
fhochuideachta	Noun:Fem:Com:Sg:Len	fochuideachta
de	Prep:Simp	de
bhua	Noun:Masc:Com:Sg:Len	bua
an	Art:Sg:Def	an
Achta	Noun:Masc:Gen:Sg:DefArt	acht
seo	Det:Dem	seo
nó	Conj:Coord	nó
a	Part:Vb:Rel:Direct	a
bheidh	Verb:VI:FutInd:Len	bí
teagmhasach	Adj:Base	teagmhasach
nó	Conj:Coord	nó
bainteach	Adj:Base	bainteach
leis	Prep:Simp	le
an	Art:Sg:Def	an
bhfeidhm	Noun:Fem:Com:Sg:Ecl	feidhm
sin	Det:Dem	sin
.	Punct:Fin	.
Ná	Part:Vb:Imp	ná
dein	CM:Verb:VTI:Imper:2P:Sg:Neg	dein
so	CM:Pron:Dem	seo
agus	Conj:Coord	agus
ná	Part:Vb:Imp	ná
dein	CM:Verb:VTI:Imper:2P:Sg:Neg	dein
súd	Pron:Dem	siúd
.	Punct:Fin	.
Tá	Verb:PresInd	bí
an	Art:Sg:Def	an
treas	Num:Ord	treas
bean	Noun:Fem:Com:Sg	bean
dá	Prep:Poss:3P:Sg:Masc	de
mhná	Noun:Fem:Com:Pl:Len	bean
troigh	Noun:Fem:Com:Sg	troigh
taobh	Noun:Masc:Com:Sg	taobh
thíos	Adv:Dir	thíos
de	Prep:Simp	de
sin	Pron:Dem	sin
,	Punct:Int	,
óir	Conj:Subord	óir
ní	Part:Vb:Neg	ní
bhíonn	Verb:PresImp:Neg:Len	bí
sé	Pron:Pers:3P:Sg:Masc:Sbj	sé
choíche	Adv:Gn	choíche
gan	Prep:Simp	gan
triúr	Noun:Masc:Com:Sg	triúr
ban	Noun:Fem:Gen:Strong:Pl	bean
aige	Pron:Prep:3P:Sg:Masc	ag
.	Punct:Fin	.
Dhúisigh	Verb:VTI:PastInd:Len	dúisigh
Paidí	Prop:Noun:Masc:Com:Sg	Paidí
go	Part:Ad	go
luath	Adj:Base	luath
mar	Conj:Subord	mar
bhí	Verb:PastInd:Len	bí
gnó	Noun:Masc:Com:Sg	gnó
éigin	Adj:Masc:Com:Sg	éigin
le	Prep:Simp	le
déanamh	Verbal:Noun	déanamh
aige	Pron:Prep:3P:Sg:Masc	ag
inniu	Adv:Temp	inniu
.	Punct:Fin	.
'	Punct:Quo	'
Dúirt	Verb:PastInd	abair
sé	Pron:Pers:3P:Sg:Masc:Sbj	sé
nach	Part:Vb:Neg:Cmpl	nach
bhfuair	Verb:PastInd:NegQ:Ecl	faigh
fear	Noun:Masc:Com:Sg	fear
tábhairne	Noun:Masc:Gen:Sg	tábhairne
bás	Noun:Masc:Com:Sg	bás
ar	Prep:Simp	ar
an	Art:Sg:Def	an
bhaile	Noun:Masc:Com:Sg:Len	baile
le	Prep:Simp	le
céad	Num:Card	céad
bliain	Noun:Fem:Com:Sg	bliain
nach	Part:Vb:Neg:Cmpl	nach
ndeachaigh	Verb:PastInd:Dep:Ecl	téigh
síos	Adv:Dir	síos
,	Punct:Int	,
agus	Conj:Coord	agus
dúirt	Verb:PastInd	abair
sé	Pron:Pers:3P:Sg:Masc:Sbj	sé
nach	Part:Vb:Neg:Cmpl	nach
raibh	Verb:PastInd:Dep:Neg:Len	bí
a	Det:Poss:3P:Pl	a
ndóigh	Noun:Fem:Com:Sg:Ecl	dóigh
inmhaíte	Adj:Fem:Com:Sg	inmhaíte
.	Punct:Fin	.
Scoil	Noun:Fem:Com:Sg	scoil
Dhara	Prop:Noun:Masc:Gen:Sg	Dhara
3	Num:Dig	3
-	Punct:Bar	-
4	Num:Dig	4
Scoil	Noun:Fem:Com:Sg	scoil
Eoin	Prop:Noun:Masc:Gen	Eoin
0	Num:Dig	0
-	Punct:Bar	-
11	Num:Dig	11
.	Punct:Fin	.
Bheadh	Verb:Cond:Len	bí
deis	Noun:Fem:Com:Sg	deis
ag	Prep:Simp	ag
Conradh	Noun:Masc:Com:Sg	conradh
na	Art:Gen:Sg:Def:Fem	na
Gaeilge	Prop:Noun:Fem:Gen:Sg:DefArt	Gaeilge
nach	Part:Vb:Neg:Rel	nach
raibh	Verb:PastInd:Dep:Neg:Len	bí
riamh	Adv:Gn	riamh
cheana	Adv:Gn	cheana
.	Punct:Fin	.
Bhí	Verb:PastInd:Len	bí
Garret	Prop:Noun:Masc:Com:Sg	Garret
FitzGerald	Prop:Noun:Masc:Gen:Sg	FitzGerald
,	Punct:Int	,
an	Art:Sg:Def	an
chéad	Num:Ord:Len	céad
cheannaire	Noun:Masc:Com:Sg:Len	ceannaire
eile	Det:Dem	eile
ar	Prep:Simp	ar
an	Art:Sg:Def	an
bpáirtí	Noun:Masc:Com:Sg:Ecl	páirtí
agus	Conj:Coord	agus
a	Det:Poss:3P:Pl	a
gcéad	Num:Ord:Ecl	céad
Taoiseach	Noun:Masc:Com:Sg	taoiseach
eile	Det:Dem	eile
freisin	Adv:Gn	freisin
,	Punct:Int	,
ina	Prep:Poss:3P:Sg:Masc	i
chomhalta	Noun:Masc:Com:Sg:Len	comhalta
de	Prep:Simp	de
rialtas	Noun:Masc:Com:Sg	rialtas
an	Art:Sg:Def	an
Heavy	Prop:Noun:Masc:Com:Sg	Heavy
Gang	Prop:Noun:Masc:Com:Sg	Gang
.	Punct:Fin	.
(2)	Num:Dig	(2)
Féadfidh	Verb:FutInd:FutInd	féad
cigire	Noun:Masc:Com:Sg	cigire
gach	Det:Qty:Def	gach
clár	Noun:Masc:Com:Sg	clár
atá	Verb:PresInd:Rel	bí
á	Prep:Poss:3P:Sg:Masc:Obj	do
chimeád	Verbal:Noun:Len	coimeád
do	Prep:Simp	do
réir	Noun:Fem:Com:Sg	réir
an	Art:Sg:Def	an
ailt	Noun:Masc:Gen:Sg:DefArt	alt
seo	Det:Dem	seo
do	Prep:Simp	do
scrúdú	Verbal:Noun:VT	scrúdú
aon	Det:Qty:Idf	aon
uair	Noun:Fem:Com:Sg	uair
le	Prep:Simp	le
linn	Noun:Fem:Com:Sg	go
tráthanna	Noun:Masc:Gen:Strong:Pl	tráth
oifige	Noun:Fem:Gen:Sg	oifig
chun	Prep:Simp	chun
aon	Det:Qty:Idf	aon
chríche	Noun:Fem:Gen:Sg:Len	críoch
eireos	Verb:FutInd:Rel	éirigh
as	Prep:Simp	as
an	Art:Sg:Def	an
Acht	Noun:Masc:Com:Sg	acht
so	CM:Det:Dem	seo
no	Conj:Coord	nó
as	Prep:Simp	as
aon	Det:Qty:Idf	aon
rialachán	Noun:Masc:Com:Sg	rialachán
a	Part:Vb:Rel:Direct	a
déanfar	Verb:VTI:FutInd:Auto	déan
fé	Prep:Simp	faoi
no	Conj:Coord	nó
a	Part:Vb:Rel:Direct	a
eireos	Verb:FutInd:Rel	éirigh
de	Prep:Simp	de
bharr	Noun:Masc:Com:Sg:Len	barr
ceachtar	Pron:Idf	ceachtar
acu	Pron:Prep:3P:Pl	ag
agus	Conj:Coord	agus
,	Punct:Int	,
ar	Prep:Simp	ar
a	Det:Poss:3P:Sg:Masc	a
iarraidh	Verbal:Noun	iarraidh
sin	Det:Dem	sin
don	Prep:Art:Sg	do
chigire	Noun:Masc:Com:Sg:Len	cigire
,	Punct:Int	,
beidh	Verb:FutInd	bí
sé	Pron:Pers:3P:Sg:Masc:Sbj	sé
de	Prep:Simp	de
dhualgas	Noun:Masc:Com:Sg:Len	dualgas
ar	Prep:Simp	ar
únaer	Noun:Fem:Com:Sg	únaer
chláruithe	Noun:Masc:Gen:Strong:Pl:Len	clárú
an	Art:Sg:Def	an
áitreibh	Noun:Masc:Gen:Sg	áitreabh
ina	Prep:Rel	i
bhfuil	Verb:PresInd:Dep:Ecl	bí
an	Art:Sg:Def	an
clár	Noun:Masc:Com:Sg:DefArt	clár
san	CM:Det:Dem	sin
á	Prep:Poss:3P:Sg:Masc:Obj	do
chimeád	Verbal:Noun:Len	coimeád
an	Art:Sg:Def	an
clár	Noun:Masc:Com:Sg:DefArt	clár
san	CM:Det:Dem	sin
do	Prep:Simp	do
thaisbeáint	Verbal:Noun	taispeáint
,	Punct:Int	,
chun	Prep:Simp	chun
go	Part:Vb:Cmpl	go
scrúdóidh	Verb:VT:FutInd	scrúdaigh
an	Art:Sg:Def	an
cigire	Noun:Masc:Com:Sg:DefArt	cigire
sin	Det:Dem	sin
é	Pron:Pers:3P:Sg:Masc	é
,	Punct:Int	,
agus	Conj:Coord	agus
fós	Adv:Gn	fós
gach	Det:Qty:Def	gach
billín	Noun:Masc:Com:Sg	billín
,	Punct:Int	,
nóta	Noun:Masc:Gen:Sg	nóta
consighneachta	Verbal:Adj:Adj	consighneachta
,	Punct:Int	,
admháil	Noun:Fem:Com:Sg	admháil
,	Punct:Int	,
agus	Conj:Coord	agus
scríbhinn	Noun:Fem:Com:Sg	scríbhinn
eile	Det:Dem	eile
(	Punct	(
ar	Prep:Simp	ar
a	Part:Vb:Rel:Indirect	a
n-áirítear	Verb:VT:PresInd:Auto:Ecl	áirigh
cóipeanna	Noun:Fem:Com:Pl	cóip
dhíobh	Pron:Prep:3P:Pl:Len	de
i	Prep:Simp	i
gcás	Noun:Masc:Com:Sg:Ecl	cás
gan	Prep:Simp	gan
iad	Pron:Pers:3P:Pl	iad
féin	Pron:Ref	féin
a	Part:Inf	a
bheith	Verbal:Noun:Len	bheith
ar	Prep:Simp	ar
fáil	Verbal:Noun:VT	fáil
)	Punct	)
a	Part:Vb:Rel:Direct	a
iarrfidh	Verb:FutInd:FutInd	iarr
an	Art:Sg:Def	an
cigire	Noun:Masc:Com:Sg:DefArt	cigire
sin	Det:Dem	sin
go	Part:Ad	go
réasúnta	Adj:Base	réasúnta
chun	Prep:Simp	chun
féachaint	Verbal:Noun	féachaint
an	Cop:Pres:Q	is
fíor	Adj:Base	fíor
aon	Det:Qty:Idf	aon
iontráil	Verbal:Noun:VTI	iontráil
áirithe	Adj:Base	áirithe
sa	Prep:Art:Sg	i
chlár	Noun:Masc:Com:Sg:Len	clár
san	CM:Det:Dem	sin
no	Conj:Coord	nó
cad	Pron:Q	cad
fé	Prep:Simp	faoi
ndeár	Subst:Noun	deara
éinní	Noun:Masc:Com:Sg	éinní
áirithe	Adj:Base	áirithe
d'	Prep:Simp	do
fhágaint	Verbal:Noun	fágáil
amach	Adv:Dir	amach
as	Pron:Prep:3P:Sg:Masc	as
.	Punct:Fin	.
Tá	Verb:VI:PresInd	bí
sé	Pron:Pers:3P:Sg:Masc:Sbj	sé
i	Prep:Simp	i
gceist	Noun:Fem:Com:Sg:Ecl	ceist
an	Art:Sg:Def	an
scéil	Noun:Masc:Gen:Sg:DefArt	scéal
a	Part:Inf	a
leathadh	Verbal:Noun:VTI	leathadh
ar	Prep:Simp	ar
fud	Subst:Noun:Sg	fud
an	Art:Sg:Def	an
Chontae	Noun:Masc:Gen:Sg:DefArt	contae
ar	Prep:Simp	ar
fad	Noun:Masc:Com:Sg	fad
i	Prep:Simp	i
2001	Num:Dig	2001
.	Punct:Fin	.
Tá	Verb:PresInd	bí
sé	Pron:Pers:3P:Sg:Masc:Sbj	sé
ráite	Verbal:Adj	ráite
ag	Prep:Simp	ag
tráchtairí	Noun:Masc:Com:Pl	tráchtaire
áirithe	Adj:Base	áirithe
,	Punct:Int	,
agus	Conj:Coord	agus
go	Part:Ad	go
minic	Adj:Base	minic
acu	Pron:Prep:3P:Pl	ag
